currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NAC,GE10,FT,M,J,DK	572867 	567314 	544528 	528216 	: 	: 	: 
NAC,GE10,FT,M,J,EL	: 	: 	41603 	33482 	33588 	31420 	: 
NAC,GE10,FT,M,J,ES	37483 	37183 	36549 	35383 	: 	: 	: 
NAC,GE10,FT,M,J,FI	53815 	51956 	51146 	50954 	: 	: 	: 
NAC,GE10,FT,M,J,FR	: 	52121 	50139 	: 	: 	: 	: 
NAC,GE10,FT,M,J,HU	5767380 	5403794 	5417544 	5124712 	: 	: 	: 
NAC,GE10,FT,M,J,IE	: 	54869 	55496 	61390 	: 	: 	: 
NAC,GE10,FT,M,J,IS	: 	6219000 p	5805000 p	6342000 p	: 	: 	: 
NAC,GE10,FT,M,J,LV	12162 	11816 	12365 	11942 	: 	: 	: 
NAC,GE10,FT,M,J,MT	23980 	23215 	27865 	: 	: 	: 	: 
NAC,GE10,FT,M,J,NL	58789 	57732 	56334 	55022 	: 	: 	: 
NAC,GE10,FT,M,J,PT	32257 	31669 	31674 	: 	: 	: 	: 
NAC,GE10,FT,M,J,RO	53521 d	49658 e	44656 e	: 	: 	: 	: 
NAC,GE10,FT,M,J,SE	525067 	501761 	494945 	493615 	: 	: 	: 
NAC,GE10,FT,M,J,SK	23130 	22145 	21620 	20114 	: 	: 	: 
NAC,GE10,FT,M,J,UK	46424 	46569 	45879 	46954 	: 	: 	: 
NAC,GE10,FT,M,K,BG	22838 	22262 	20602 	19208 	: 	: 	: 
NAC,GE10,FT,M,K,CH	: 	129012 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,K,DE	71000 p	68656 	66100 	68300 	65400 	61352 p	: 
NAC,GE10,FT,M,K,DK	624857 	616901 	577844 	564680 	: 	: 	: 
NAC,GE10,FT,M,K,EL	: 	: 	40791 	37949 	38002 	34480 	: 
NAC,GE10,FT,M,K,ES	48490 	48974 	49772 	48999 	: 	: 	: 
NAC,GE10,FT,M,K,FI	69188 	67599 	66258 	66169 	: 	: 	: 
NAC,GE10,FT,M,K,FR	: 	66008 	64101 	: 	: 	: 	: 
NAC,GE10,FT,M,K,HU	8091042 	7914980 	7733892 	7763674 	: 	: 	: 
NAC,GE10,FT,M,K,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,M,K,IS	: 	8293000 	7840000 	10700000 	: 	: 	: 
NAC,GE10,FT,M,K,LV	16479 	16099 	17298 	19217 	: 	: 	: 
NAC,GE10,FT,M,K,MT	28503 	28010 	28657 	: 	: 	: 	: 
NAC,GE10,FT,M,K,NL	77170 	74344 	72039 	73569 	: 	: 	: 
NAC,GE10,FT,M,K,PT	43416 	41349 	40049 	: 	: 	: 	: 
NAC,GE10,FT,M,K,RO	72325 d	68313 e	65047 e	: 	: 	: 	: 
NAC,GE10,FT,M,K,SE	673535 	640736 	630010 	657488 	: 	: 	: 
NAC,GE10,FT,M,K,SK	27120 	25528 	24485 	25091 	: 	: 	: 
NAC,GE10,FT,M,K,UK	84220 	73763 	68812 	73968 	: 	: 	: 
NAC,GE10,FT,M,K-N,BG	9895 	9799 	9087 	8181 	: 	: 	: 
NAC,GE10,FT,M,K-N,CH	: 	108000 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,K-N,DE	51100 p	49802 	49700 	48800 	47700 	46770 p	: 
NAC,GE10,FT,M,K-N,DK	547555 	549157 	526636 	526696 	: 	: 	: 
NAC,GE10,FT,M,K-N,EL	: 	: 	32525 	29431 	30306 	28191 	: 
NAC,GE10,FT,M,K-N,ES	31448 	32663 	32399 	31439 	: 	: 	: 
NAC,GE10,FT,M,K-N,FI	50131 	46677 	46857 	44187 	: 	: 	: 
NAC,GE10,FT,M,K-N,FR	: 	44854 	45344 	: 	: 	: 	: 
NAC,GE10,FT,M,K-N,HU	3656313 	3582983 	3668533 	3678640 	: 	: 	: 
NAC,GE10,FT,M,K-N,IE	: 	60811 	62388 	65357 	: 	: 	: 
NAC,GE10,FT,M,K-N,LV	8309 	8127 	8286 	8540 	: 	: 	: 
NAC,GE10,FT,M,K-N,MT	21160 	20503 	22759 	: 	: 	: 	: 
NAC,GE10,FT,M,K-N,NL	54052 	52448 	52447 	51083 	: 	: 	: 
NAC,GE10,FT,M,K-N,PT	21025 	23655 	22940 	: 	: 	: 	: 
NAC,GE10,FT,M,K-N,RO	28736 d	27706 e	26484 e	: 	: 	: 	: 
NAC,GE10,FT,M,K-N,SE	453442 	452079 	435357 	448519 	: 	: 	: 
NAC,GE10,FT,M,K-N,SK	14125 	13507 	13873 	13397 	: 	: 	: 
NAC,GE10,FT,M,K-N,UK	53714 	50267 	49970 	52096 	: 	: 	: 
NAC,GE10,FT,M,L,BG	9231 	9236 	8887 	8244 	: 	: 	: 
NAC,GE10,FT,M,L,CH	: 	93840 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,L,DE	51100 p	50295 	49400 	49400 	46300 	44368 p	: 
NAC,GE10,FT,M,L,DK	429388 	428766 	423812 	474877 	: 	: 	: 
NAC,GE10,FT,M,L,EL	: 	: 	39957 	33491 	30495 	27883 	: 
NAC,GE10,FT,M,L,ES	31664 	33606 	30361 	26864 	: 	: 	: 
NAC,GE10,FT,M,L,FI	44079 	45538 	43892 	44304 	: 	: 	: 
NAC,GE10,FT,M,L,FR	: 	41185 	40894 	: 	: 	: 	: 
NAC,GE10,FT,M,L,HU	2479525 	2550564 	2366916 	2347126 	: 	: 	: 
NAC,GE10,FT,M,L,IE	: 	72055 	: c	: c	: 	: 	: 
NAC,GE10,FT,M,L,LV	5565 	5245 	5192 	5447 	: 	: 	: 
NAC,GE10,FT,M,L,MT	60814 	76050 u	: 	: 	: 	: 	: 
NAC,GE10,FT,M,L,NL	52781 	52360 	51833 	51723 	: 	: 	: 
NAC,GE10,FT,M,L,PT	28493 	28087 	27565 	: 	: 	: 	: 
NAC,GE10,FT,M,L,RO	24843 d	22451 e	22417 e	: 	: 	: 	: 
NAC,GE10,FT,M,L,SE	400830 	392935 	387019 	375446 	: 	: 	: 
NAC,GE10,FT,M,L,SK	13764 	12391 	11737 	10375 	: 	: 	: 
NAC,GE10,FT,M,L,UK	36472 	37626 	41245 	45722 	: 	: 	: 
NAC,GE10,FT,M,M,BG	16093 	15465 	15399 	13493 	: 	: 	: 
NAC,GE10,FT,M,M,CH	: 	106788 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,M,DE	64100 p	62017 	60500 	59900 	58500 	57721 p	: 
NAC,GE10,FT,M,M,DK	580110 	581790 	547130 	538698 	: 	: 	: 
NAC,GE10,FT,M,M,EL	: 	: 	29946 	26144 	26743 	24690 	: 
NAC,GE10,FT,M,M,ES	34377 	34250 	34820 	33382 	: 	: 	: 
NAC,GE10,FT,M,M,FI	51638 	48936 	48036 	46012 	: 	: 	: 
NAC,GE10,FT,M,M,FR	: 	55864 	55148 	: 	: 	: 	: 
NAC,GE10,FT,M,M,HU	4648234 	4636177 	4353398 	4227310 	: 	: 	: 
NAC,GE10,FT,M,M,IE	: 	55735 	59332 	60434 	: 	: 	: 
NAC,GE10,FT,M,M,LV	9572 	9844 	9314 	8975 	: 	: 	: 
NAC,GE10,FT,M,M,MT	28598 	26254 	27671 	: 	: 	: 	: 
NAC,GE10,FT,M,M,NL	64731 	62282 	60923 	59935 	: 	: 	: 
NAC,GE10,FT,M,M,PT	25900 	25970 	25868 	: 	: 	: 	: 
NAC,GE10,FT,M,M,RO	39610 d	38038 e	36304 e	: 	: 	: 	: 
NAC,GE10,FT,M,M,SE	510773 	499060 	478589 	476129 	: 	: 	: 
NAC,GE10,FT,M,M,SK	15580 	15690 	15885 	15254 	: 	: 	: 
NAC,GE10,FT,M,M,UK	50788 	49086 	50000 	49982 	: 	: 	: 
NAC,GE10,FT,M,N,BG	5386 	5123 	4690 	3997 	: 	: 	: 
NAC,GE10,FT,M,N,CH	: 	70548 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,N,DE	27600 p	26748 	27400 	26300 	25900 	25389 p	: 
NAC,GE10,FT,M,N,DK	411812 	406750 	405206 	404018 	: 	: 	: 
NAC,GE10,FT,M,N,EL	: 	: 	24103 	22289 	23289 	21744 	: 
NAC,GE10,FT,M,N,ES	21652 	21672 	20871 	20285 	: 	: 	: 
NAC,GE10,FT,M,N,FI	34359 	32828 	31962 	31174 	: 	: 	: 
NAC,GE10,FT,M,N,FR	: 	26561 	27159 	: 	: 	: 	: 
NAC,GE10,FT,M,N,HU	2006996 	1891577 	1937444 	2033680 	: 	: 	: 
NAC,GE10,FT,M,N,IE	: 	41709 	43076 	40668 	: 	: 	: 
NAC,GE10,FT,M,N,LV	5847 	5476 	5543 	5676 	: 	: 	: 
NAC,GE10,FT,M,N,MT	17614 	17004 	17253 	: 	: 	: 	: 
NAC,GE10,FT,M,N,NL	34114 	33083 	33310 	32406 	: 	: 	: 
NAC,GE10,FT,M,N,PT	14128 	14100 	13617 	: 	: 	: 	: 
NAC,GE10,FT,M,N,RO	14566 d	14002 e	13079 e	: 	: 	: 	: 
NAC,GE10,FT,M,N,SE	306006 	310427 	295497 	310162 	: 	: 	: 
NAC,GE10,FT,M,N,SK	8204 	7898 	8016 	7783 	: 	: 	: 
NAC,GE10,FT,M,N,UK	28285 	28319 	28688 	28651 	: 	: 	: 
NAC,GE10,FT,M,O,BG	11447 	11187 	10578 	10096 	: 	: 	: 
NAC,GE10,FT,M,O,CH	: 	107544 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,O,DE	40000 p	39226 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,O,DK	459461 	458252 	438553 	437873 	: 	: 	: 
NAC,GE10,FT,M,O,ES	30960 	31211 	30375 	29933 	: 	: 	: 
NAC,GE10,FT,M,O,FI	43655 	44561 	44519 	42660 	: 	: 	: 
NAC,GE10,FT,M,O,HU	3512450 	3318351 	3265796 	3794714 	: 	: 	: 
NAC,GE10,FT,M,O,IE	: 	51270 	55467 	54523 	: 	: 	: 
NAC,GE10,FT,M,O,LV	6476 	6180 	6972 	8375 	: 	: 	: 
NAC,GE10,FT,M,O,NL	48373 	48181 	47669 	46711 	: 	: 	: 
NAC,GE10,FT,M,O,RO	30171 d	30103 e	33325 e	: 	: 	: 	: 
NAC,GE10,FT,M,O,SE	402864 	397018 	388405 	379302 	: 	: 	: 
NAC,GE10,FT,M,O,SK	12625 	13859 	13472 	12075 	: 	: 	: 
NAC,GE10,FT,M,O,UK	35038 	34735 	33570 	32907 	: 	: 	: 
NAC,GE10,FT,M,O-S,BG	10722 	10542 	10078 	9045 	: 	: 	: 
NAC,GE10,FT,M,O-S,CH	: 	100704 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,O-S,DE	44100 p	43139 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,O-S,DK	448584 	447764 	427669 	422693 	: 	: 	: 
NAC,GE10,FT,M,O-S,ES	31440 	31710 	30272 	29439 	: 	: 	: 
NAC,GE10,FT,M,O-S,FI	43004 	43588 	43460 	: 	: 	: 	: 
NAC,GE10,FT,M,O-S,FR	: 	32981 	32752 	: 	: 	: 	: 
NAC,GE10,FT,M,O-S,HU	3043961 	2884113 	2954098 	3232753 	: 	: 	: 
NAC,GE10,FT,M,O-S,IE	: 	51455 	56017 	56270 	: 	: 	: 
NAC,GE10,FT,M,O-S,LV	6105 	5700 	6318 	7492 	: 	: 	: 
NAC,GE10,FT,M,O-S,NL	49110 	48718 	48069 	46637 	: 	: 	: 
NAC,GE10,FT,M,O-S,RO	24716 d	25301 e	28459 e	: 	: 	: 	: 
NAC,GE10,FT,M,O-S,SE	383118 	376694 	367683 	358287 	: 	: 	: 
NAC,GE10,FT,M,O-S,SK	11628 	12195 	11740 	10191 	: 	: 	: 
NAC,GE10,FT,M,O-S,UK	35237 	35207 	34141 	32864 	: 	: 	: 
NAC,GE10,FT,M,P,BG	10159 	10209 	9694 	8299 	: 	: 	: 
NAC,GE10,FT,M,P,CH	: 	114636 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,P,DE	48000 p	47678 	47900 	46900 	46600 	46683 p	: 
NAC,GE10,FT,M,P,DK	449266 	444171 	434488 	419615 	: 	: 	: 
NAC,GE10,FT,M,P,EL	: 	: 	35126 	42474 	40286 	33246 	: 
NAC,GE10,FT,M,P,ES	29489 	30033 	29164 	27307 	: 	: 	: 
NAC,GE10,FT,M,P,FI	44928 	43705 	43382 	42283 	: 	: 	: 
NAC,GE10,FT,M,P,HU	2821567 	2879693 	2924684 	3001184 	: 	: 	: 
NAC,GE10,FT,M,P,IE	: 	57825 	63420 	61460 	: 	: 	: 
NAC,GE10,FT,M,P,LV	5582 	4838 	5490 	6775 	: 	: 	: 
NAC,GE10,FT,M,P,MT	18230 	17720 	19359 	: 	: 	: 	: 
NAC,GE10,FT,M,P,NL	50260 	50073 	49654 	47146 	: 	: 	: 
NAC,GE10,FT,M,P,PT	27803 	28789 	28018 	: 	: 	: 	: 
NAC,GE10,FT,M,P,RO	24137 d	25391 e	29354 e	: 	: 	: 	: 
NAC,GE10,FT,M,P,SE	352712 	346628 	337877 	327118 	: 	: 	: 
NAC,GE10,FT,M,P,SK	10320 	10060 	9823 	8790 	: 	: 	: 
NAC,GE10,FT,M,P,UK	34020 	33508 	33144 	32266 	: 	: 	: 
NAC,GE10,FT,M,P-S,BG	10328 	10179 	9770 	8369 	: 	: 	: 
NAC,GE10,FT,M,P-S,CH	: 	95592 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,P-S,DE	48700 p	47685 	47400 	46100 	45100 	44729 p	: 
NAC,GE10,FT,M,P-S,DK	443225 	441879 	422229 	412513 	: 	: 	: 
NAC,GE10,FT,M,P-S,EL	: 	: 	31301 	36223 	34708 	30354 	: 
NAC,GE10,FT,M,P-S,ES	31905 	32182 	30165 	28945 	: 	: 	: 
NAC,GE10,FT,M,P-S,FI	41149 	43037 	43019 	41052 	: 	: 	: 
NAC,GE10,FT,M,P-S,FR	: 	32981 	32752 	: 	: 	: 	: 
NAC,GE10,FT,M,P-S,HU	2559802 	2455243 	2605490 	2714478 	: 	: 	: 
NAC,GE10,FT,M,P-S,IE	: 	51583 	56401 	57398 	: 	: 	: 
NAC,GE10,FT,M,P-S,LV	5725 	5163 	5654 	6607 	: 	: 	: 
NAC,GE10,FT,M,P-S,MT	20412 	20063 	17718 	: 	: 	: 	: 
NAC,GE10,FT,M,P-S,NL	49837 	49248 	48447 	46569 	: 	: 	: 
NAC,GE10,FT,M,P-S,PT	24849 	25232 	24729 	: 	: 	: 	: 
NAC,GE10,FT,M,P-S,RO	22523 d	23215 e	26230 e	: 	: 	: 	: 
NAC,GE10,FT,M,P-S,SE	373660 	367252 	357927 	348424 	: 	: 	: 
NAC,GE10,FT,M,P-S,SK	10506 	10316 	9992 	9221 	: 	: 	: 
NAC,GE10,FT,M,P-S,UK	35306 	35377 	34375 	32847 	: 	: 	: 
NAC,GE10,FT,M,Q,BG	11684 	11482 	11568 	9904 	: 	: 	: 
NAC,GE10,FT,M,Q,CH	: 	89328 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,Q,DE	50300 p	48854 	48100 	46400 	45200 	44264 p	: 
NAC,GE10,FT,M,Q,DK	420495 	427842 	386404 	375775 	: 	: 	: 
NAC,GE10,FT,M,Q,EL	: 	: 	27299 	30006 	28506 	27439 	: 
NAC,GE10,FT,M,Q,ES	35664 	36299 	33941 	32610 	: 	: 	: 
NAC,GE10,FT,M,Q,FI	37265 	45499 	44595 	42949 	: 	: 	: 
NAC,GE10,FT,M,Q,FR	: 	31389 	31076 	: 	: 	: 	: 
NAC,GE10,FT,M,Q,HU	2247734 	2038674 	2330013 	2467776 	: 	: 	: 
NAC,GE10,FT,M,Q,IE	: 	50269 	55018 	57197 	: 	: 	: 
NAC,GE10,FT,M,Q,LV	5862 	5665 	6064 	6913 	: 	: 	: 
NAC,GE10,FT,M,Q,MT	22964 	22763 	15445 	: 	: 	: 	: 
NAC,GE10,FT,M,Q,NL	50640 	49620 	48717 	47432 	: 	: 	: 
NAC,GE10,FT,M,Q,PT	22768 	22600 	22391 	: 	: 	: 	: 
NAC,GE10,FT,M,Q,RO	21867 d	21993 e	24189 e	: 	: 	: 	: 
NAC,GE10,FT,M,Q,SE	401374 	395370 	383049 	371483 	: 	: 	: 
NAC,GE10,FT,M,Q,SK	12089 	11987 	11113 	10425 	: 	: 	: 
NAC,GE10,FT,M,Q,UK	39078 	39868 	38353 	35660 	: 	: 	: 
NAC,GE10,FT,M,R,BG	9436 	8889 	8189 	6838 	: 	: 	: 
NAC,GE10,FT,M,R,CH	: 	82416 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,R,DE	46500 u	46030 	45400 	44400 	41100 	39419 p	: 
NAC,GE10,FT,M,R,DK	440379 	433337 	412824 	409961 	: 	: 	: 
NAC,GE10,FT,M,R,EL	: 	: 	22946 	21006 	21922 	21755 	: 
NAC,GE10,FT,M,R,ES	26590 	26386 	23555 	23553 	: 	: 	: 
NAC,GE10,FT,M,R,FI	40041 	36418 	35691 	35022 	: 	: 	: 
NAC,GE10,FT,M,R,FR	: 	41597 	42340 	: 	: 	: 	: 
NAC,GE10,FT,M,R,HU	2635017 	2419762 	2384018 	2517754 	: 	: 	: 
NAC,GE10,FT,M,R,IE	: 	40256 	: c	: c	: 	: 	: 
NAC,GE10,FT,M,R,LV	5725 	5343 	5523 	6255 	: 	: 	: 
NAC,GE10,FT,M,R,MT	18910 	19059 	20211 	: 	: 	: 	: 
NAC,GE10,FT,M,R,NL	48035 	47859 	46818 	45672 	: 	: 	: 
NAC,GE10,FT,M,R,PT	19684 	21033 	19314 	: 	: 	: 	: 
NAC,GE10,FT,M,R,RO	18920 d	19159 e	22459 e	: 	: 	: 	: 
NAC,GE10,FT,M,R,SE	339335 	327948 	322796 	318024 	: 	: 	: 
NAC,GE10,FT,M,R,SK	9066 	8792 	9350 	9388 	: 	: 	: 
NAC,GE10,FT,M,R,UK	31160 	34922 	30954 	28169 	: 	: 	: 
NAC,GE10,FT,M,S,BG	7423 	7015 	6644 	5754 	: 	: 	: 
NAC,GE10,FT,M,S,CH	: 	92064 	: 	: 	: 	: 	: 
NAC,GE10,FT,M,S,DE	46400 p	44583 	44500 	43600 	42800 	43131 p	: 
NAC,GE10,FT,M,S,DK	518395 	506323 	481840 	481673 	: 	: 	: 
NAC,GE10,FT,M,S,EL	: 	: 	22465 	23461 	23973 	22547 	: 
NAC,GE10,FT,M,S,ES	25899 	25755 	23524 	22943 	: 	: 	: 
NAC,GE10,FT,M,S,FI	34891 	39511 	38127 	36650 	: 	: 	: 
NAC,GE10,FT,M,S,FR	: 	35317 	34892 	: 	: 	: 	: 
NAC,GE10,FT,M,S,HU	2243748 	2160393 	2299605 	2323997 	: 	: 	: 
NAC,GE10,FT,M,S,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,M,S,LV	6774 	5798 	6639 	4846 	: 	: 	: 
NAC,GE10,FT,M,S,MT	15765 	15147 	15483 	: 	: 	: 	: 
NAC,GE10,FT,M,S,NL	46038 	45127 	43457 	41237 	: 	: 	: 
NAC,GE10,FT,M,S,PT	16737 	16720 	17230 	: 	: 	: 	: 
NAC,GE10,FT,M,S,RO	17473 d	16977 e	17172 e	: 	: 	: 	: 
NAC,GE10,FT,M,S,SE	383570 	378827 	370106 	374223 	: 	: 	: 
NAC,GE10,FT,M,S,SK	8141 	8160 	8236 	7222 	: 	: 	: 
NAC,GE10,FT,M,S,UK	31592 	30959 	32161 	31293 	: 	: 	: 
NAC,GE10,FT,T,B,BG	13959 	12488 	11402 	10233 	: 	: 	: 
NAC,GE10,FT,T,B,CH	: 	77580 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B,DE	48400 p	46385 	45100 	43600 	42200 	40841 p	: 
NAC,GE10,FT,T,B,DK	607337 	518016 	514756 	478269 	: 	: 	: 
NAC,GE10,FT,T,B,EL	: 	: 	24983 	21186 	20160 	19674 	: 
NAC,GE10,FT,T,B,ES	30906 	30241 	28899 	28521 	: 	: 	: 
NAC,GE10,FT,T,B,FI	45893 	42732 	40765 	36344 	: 	: 	: 
NAC,GE10,FT,T,B,FR	: 	35069 	34950 	: 	: 	: 	: 
NAC,GE10,FT,T,B,HU	3313838 	3093585 	3167701 	2879725 	: 	: 	: 
NAC,GE10,FT,T,B,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,T,B,LV	6409 	6354 	6255 	6405 	: 	: 	: 
NAC,GE10,FT,T,B,MT	20150 	18464 	16096 	: 	: 	: 	: 
NAC,GE10,FT,T,B,NL	93584 	81019 	79450 	82293 	: 	: 	: 
NAC,GE10,FT,T,B,PT	15282 	15032 	14801 	: 	: 	: 	: 
NAC,GE10,FT,T,B,RO	43686 d	40948 e	39145 e	: 	: 	: 	: 
NAC,GE10,FT,T,B,SE	452019 	446472 	401417 	391965 	: 	: 	: 
NAC,GE10,FT,T,B,SK	11468 	10855 	10649 	10343 	: 	: 	: 
NAC,GE10,FT,T,B,UK	46679 	49340 	45163 	45142 	: 	: 	: 
NAC,GE10,FT,T,B-E,BG	8269 	7842 	7281 	6563 	: 	: 	: 
NAC,GE10,FT,T,B-E,CH	: 	78456 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-E,DE	45800 p	43748 	41800 	43000 	41900 	40721 p	: 
NAC,GE10,FT,T,B-E,DK	440457 	430886 	404910 	391204 	: 	: 	: 
NAC,GE10,FT,T,B-E,EL	: 	: 	28672 	26491 	26428 	23804 	: 
NAC,GE10,FT,T,B-E,ES	28739 	28234 	27183 	26502 	: 	: 	: 
NAC,GE10,FT,T,B-E,FI	50003 	41386 	41565 	39307 	: 	: 	: 
NAC,GE10,FT,T,B-E,FR	: 	36592 	35662 	: 	: 	: 	: 
NAC,GE10,FT,T,B-E,HU	2881003 	2724675 	2578223 	2452117 	: 	: 	: 
NAC,GE10,FT,T,B-E,IE	: 	45142 	45687 	44108 	: 	: 	: 
NAC,GE10,FT,T,B-E,LV	5868 	5648 	5551 	5563 	: 	: 	: 
NAC,GE10,FT,T,B-E,MT	19525 	19236 	17360 	: 	: 	: 	: 
NAC,GE10,FT,T,B-E,NL	45616 	44280 	43271 	42557 	: 	: 	: 
NAC,GE10,FT,T,B-E,PT	14219 	14091 	13817 	: 	: 	: 	: 
NAC,GE10,FT,T,B-E,RO	24703 d	23310 e	21612 e	: 	: 	: 	: 
NAC,GE10,FT,T,B-E,SE	394609 	384929 	371675 	357164 	: 	: 	: 
NAC,GE10,FT,T,B-E,SK	10816 	10270 	9670 	9458 	: 	: 	: 
NAC,GE10,FT,T,B-E,UK	32230 	31284 	31616 	30768 	: 	: 	: 
NAC,GE10,FT,T,B-F,BG	8199 	7795 	7270 	6368 	: 	: 	: 
NAC,GE10,FT,T,B-F,CH	: 	76812 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-F,DE	44300 p	42337 	40600 	41700 	40700 	39520 p	: 
NAC,GE10,FT,T,B-F,DK	433179 	423885 	401789 	389689 	: 	: 	: 
NAC,GE10,FT,T,B-F,EL	: 	: 	27431 	25470 	25227 	22838 	: 
NAC,GE10,FT,T,B-F,ES	27937 	27256 	26326 	25163 	: 	: 	: 
NAC,GE10,FT,T,B-F,FI	49384 	40660 	40889 	38614 	: 	: 	: 
NAC,GE10,FT,T,B-F,FR	: 	35573 	34864 	: 	: 	: 	: 
NAC,GE10,FT,T,B-F,HU	2803626 	2659106 	2521983 	2399351 	: 	: 	: 
NAC,GE10,FT,T,B-F,IE	: 	45777 	45870 	45457 	: 	: 	: 
NAC,GE10,FT,T,B-F,LV	5844 	5596 	5621 	5624 	: 	: 	: 
NAC,GE10,FT,T,B-F,MT	19193 	18877 	17201 	: 	: 	: 	: 
NAC,GE10,FT,T,B-F,NL	45220 	44123 	43339 	42323 	: 	: 	: 
NAC,GE10,FT,T,B-F,PT	14284 	14128 	13846 	: 	: 	: 	: 
NAC,GE10,FT,T,B-F,RO	24081 d	22690 e	21127 e	: 	: 	: 	: 
NAC,GE10,FT,T,B-F,SE	391369 	380798 	367631 	355556 	: 	: 	: 
NAC,GE10,FT,T,B-F,SK	10693 	10190 	9623 	9390 	: 	: 	: 
NAC,GE10,FT,T,B-F,UK	32564 	31986 	32256 	31377 	: 	: 	: 
NAC,GE10,FT,T,B-N,BG	9130 	8597 	7990 	7021 	: 	: 	: 
NAC,GE10,FT,T,B-N,CH	: 	78000 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-N,DE	43300 p	41736 	40600 	41000 	40100 	39149 p	: 
NAC,GE10,FT,T,B-N,DK	447049 	438197 	417314 	410089 	: 	: 	: 
NAC,GE10,FT,T,B-N,EL	: 	: 	29160 	25915 	25793 	23861 	: 
NAC,GE10,FT,T,B-N,ES	27204 	27047 	26316 	25208 	: 	: 	: 
NAC,GE10,FT,T,B-N,FI	43848 	39991 	40122 	37946 	: 	: 	: 
NAC,GE10,FT,T,B-N,FR	: 	36155 	35530 	: 	: 	: 	: 
NAC,GE10,FT,T,B-N,HU	2924090 	2782485 	2691963 	2574729 	: 	: 	: 
NAC,GE10,FT,T,B-N,IE	: 	46208 	45207 	45893 	: 	: 	: 
NAC,GE10,FT,T,B-N,LV	6302 	6092 	6159 	6096 	: 	: 	: 
NAC,GE10,FT,T,B-N,MT	19500 	19016 	20811 	: 	: 	: 	: 
NAC,GE10,FT,T,B-N,NL	46287 	45215 	44412 	43146 	: 	: 	: 
NAC,GE10,FT,T,B-N,PT	16586 	16957 	16584 	: 	: 	: 	: 
NAC,GE10,FT,T,B-N,RO	26051 d	24816 e	23107 e	: 	: 	: 	: 
NAC,GE10,FT,T,B-N,SE	390058 	381570 	368971 	361500 	: 	: 	: 
NAC,GE10,FT,T,B-N,SK	11224 	10777 	10387 	10073 	: 	: 	: 
NAC,GE10,FT,T,B-N,UK	34754 	33993 	33898 	33704 	: 	: 	: 
NAC,GE10,FT,T,B-S,BG	9100 	8644 	8085 	7148 	: 	: 	: 
NAC,GE10,FT,T,B-S,CH	: 	79860 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S,DE	42400 p	41060 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S,DK	420554 	416339 	399689 	392954 	: 	: 	: 
NAC,GE10,FT,T,B-S,ES	27637 	27689 	26808 	25686 	: 	: 	: 
NAC,GE10,FT,T,B-S,FI	40181 	38616 	38657 	36625 	: 	: 	: 
NAC,GE10,FT,T,B-S,FR	: 	34854 	34329 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S,HU	2825937 	2687847 	2655900 	2637118 	: 	: 	: 
NAC,GE10,FT,T,B-S,IE	: 	46985 	46630 	46469 	: 	: 	: 
NAC,GE10,FT,T,B-S,LV	5992 	5744 	5995 	6231 	: 	: 	: 
NAC,GE10,FT,T,B-S,NL	45969 	45028 	44186 	42904 	: 	: 	: 
NAC,GE10,FT,T,B-S,RO	25217 d	24443 e	23921 e	: 	: 	: 	: 
NAC,GE10,FT,T,B-S,SE	371145 	363342 	352911 	344686 	: 	: 	: 
NAC,GE10,FT,T,B-S,SK	10818 	10546 	10162 	9731 	: 	: 	: 
NAC,GE10,FT,T,B-S,UK	33174 	32662 	32303 	31831 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,BG	8994 	8529 	7972 	7009 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,CH	: 	78696 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,DE	42900 p	41495 	40500 	40700 	39700 	38862 p	: 
NAC,GE10,FT,T,B-S_X_O,DK	419462 	414865 	398693 	391506 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,EL	: 	: 	28241 	26661 	26328 	24122 	: 
