currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NAC,GE10,FT,T,B-S_X_O,ES	27447 	27438 	26568 	25435 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,FI	42351 	38520 	38626 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,FR	: 	34854 	34329 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,HU	2756813 	2616004 	2588472 	2528931 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,IE	: 	46602 	46102 	46168 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,LV	5916 	5689 	5893 	6020 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,MT	19339 	18850 	18902 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,NL	45793 	44784 	43931 	42629 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,PT	17741 	16776 	16735 	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,RO	24878 d	23965 e	23247 e	: 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,SE	370469 	362637 	352160 	344244 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,SK	10788 	10407 	10031 	9701 	: 	: 	: 
NAC,GE10,FT,T,B-S_X_O,UK	33226 	32703 	32418 	31987 	: 	: 	: 
NAC,GE10,FT,T,C,BG	7322 	6946 	6444 	5946 	: 	: 	: 
NAC,GE10,FT,T,C,CH	: 	78000 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,C,DE	45600 p	43475 	41400 	42800 	41800 	40558 p	: 
NAC,GE10,FT,T,C,DK	436497 	429110 	403214 	389150 	: 	: 	: 
NAC,GE10,FT,T,C,EL	: 	: 	26047 	24468 	23942 	21956 	: 
NAC,GE10,FT,T,C,ES	28139 	27699 	26616 	26041 	: 	: 	: 
NAC,GE10,FT,T,C,FI	50220 	41337 	40468 	39382 	: 	: 	: 
NAC,GE10,FT,T,C,FR	: 	36248 	35331 	: 	: 	: 	: 
NAC,GE10,FT,T,C,HU	2797321 	2642404 	2496710 	2384777 	: 	: 	: 
NAC,GE10,FT,T,C,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,T,C,IS	: 	5626000 	5264000 	5250000 	: 	: 	: 
NAC,GE10,FT,T,C,LV	5480 	5245 	5177 	5228 	: 	: 	: 
NAC,GE10,FT,T,C,MT	18886 	18748 	17256 	: 	: 	: 	: 
NAC,GE10,FT,T,C,NL	44518 	43420 	42469 	41822 	: 	: 	: 
NAC,GE10,FT,T,C,PT	13924 	13601 	13379 	: 	: 	: 	: 
NAC,GE10,FT,T,C,RO	22135 d	20650 e	18922 e	: 	: 	: 	: 
NAC,GE10,FT,T,C,SE	391425 	381850 	368236 	354849 	: 	: 	: 
NAC,GE10,FT,T,C,SK	10541 	9937 	9297 	9239 	: 	: 	: 
NAC,GE10,FT,T,C,UK	31330 	30430 	30864 	30197 	: 	: 	: 
NAC,GE10,FT,T,D,BG	17777 	16759 	15779 	13093 	: 	: 	: 
NAC,GE10,FT,T,D,CH	: 	95952 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,D,DE	58600 p	57170 	55400 	53000 	50600 	49701 p	: 
NAC,GE10,FT,T,D,DK	510041 	478710 	468401 	462737 	: 	: 	: 
NAC,GE10,FT,T,D,EL	: 	: 	55716 	45554 	51544 	42653 	: 
NAC,GE10,FT,T,D,ES	52804 	51008 	52043 	50470 	: 	: 	: 
NAC,GE10,FT,T,D,FI	51893 	45903 	44924 	43185 	: 	: 	: 
NAC,GE10,FT,T,D,FR	: 	47839 	46593 	: 	: 	: 	: 
NAC,GE10,FT,T,D,HU	4945029 	4740127 	4519462 	4202293 	: 	: 	: 
NAC,GE10,FT,T,D,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,T,D,LV	8274 	8028 	7879 	8263 	: 	: 	: 
NAC,GE10,FT,T,D,MT	23918 	23004 	22740 	: 	: 	: 	: 
NAC,GE10,FT,T,D,NL	60776 	58180 	58057 	55460 	: 	: 	: 
NAC,GE10,FT,T,D,PT	37712 	37092 	35504 	: 	: 	: 	: 
NAC,GE10,FT,T,D,RO	46540 d	44304 e	42468 e	: 	: 	: 	: 
NAC,GE10,FT,T,D,SE	454881 	440432 	442526 	411810 	: 	: 	: 
NAC,GE10,FT,T,D,SK	16748 	15946 	15127 	13902 	: 	: 	: 
NAC,GE10,FT,T,D,UK	40421 	38904 	39109 	39556 	: 	: 	: 
NAC,GE10,FT,T,E,BG	8038 	7686 	7386 	6771 	: 	: 	: 
NAC,GE10,FT,T,E,CH	: 	73524 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,E,DE	37900 p	36843 	36600 	36200 	35500 	34854 p	: 
NAC,GE10,FT,T,E,DK	399380 	399648 	363515 	365649 	: 	: 	: 
NAC,GE10,FT,T,E,EL	: 	: 	32565 	28544 	31020 	27605 	: 
NAC,GE10,FT,T,E,ES	28065 	27289 	25579 	24629 	: 	: 	: 
NAC,GE10,FT,T,E,FI	40398 	36508 	35253 	34089 	: 	: 	: 
NAC,GE10,FT,T,E,FR	: 	31366 	31233 	: 	: 	: 	: 
NAC,GE10,FT,T,E,HU	2711350 	2531330 	2358396 	2294764 	: 	: 	: 
NAC,GE10,FT,T,E,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,T,E,LV	6114 	5672 	5435 	5726 	: 	: 	: 
NAC,GE10,FT,T,E,MT	19496 	18683 	17791 	: 	: 	: 	: 
NAC,GE10,FT,T,E,NL	45476 	44582 	43485 	42351 	: 	: 	: 
NAC,GE10,FT,T,E,PT	15432 	15780 	16009 	: 	: 	: 	: 
NAC,GE10,FT,T,E,RO	22285 d	20969 e	20240 e	: 	: 	: 	: 
NAC,GE10,FT,T,E,SE	365749 	364443 	341775 	328271 	: 	: 	: 
NAC,GE10,FT,T,E,SK	9875 	9794 	9325 	8625 	: 	: 	: 
NAC,GE10,FT,T,E,UK	30983 	29724 	31044 	29832 	: 	: 	: 
NAC,GE10,FT,T,F,BG	7866 	7595 	7234 	5757 	: 	: 	: 
NAC,GE10,FT,T,F,CH	: 	73776 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,F,DE	34400 p	33169 	32700 	32400 	31300 	30604 p	: 
NAC,GE10,FT,T,F,DK	404089 	396154 	388776 	383809 	: 	: 	: 
NAC,GE10,FT,T,F,EL	: 	: 	21659 	20806 	19901 	18140 	: 
NAC,GE10,FT,T,F,ES	25586 	24857 	24496 	22681 	: 	: 	: 
NAC,GE10,FT,T,F,FI	46299 	38452 	38814 	36341 	: 	: 	: 
NAC,GE10,FT,T,F,FR	: 	32514 	32425 	: 	: 	: 	: 
NAC,GE10,FT,T,F,HU	2229584 	2188162 	2137488 	2019609 	: 	: 	: 
NAC,GE10,FT,T,F,IE	: 	41122 	46775 	50050 	: 	: 	: 
NAC,GE10,FT,T,F,IS	: 	5965000 	5405000 	6031000 	: 	: 	: 
NAC,GE10,FT,T,F,LV	5763 	5421 	5818 	5754 	: 	: 	: 
NAC,GE10,FT,T,F,MT	17702 	17266 	16583 	: 	: 	: 	: 
NAC,GE10,FT,T,F,NL	44289 	43748 	43506 	41741 	: 	: 	: 
NAC,GE10,FT,T,F,PT	14464 	14236 	13923 	: 	: 	: 	: 
NAC,GE10,FT,T,F,RO	21476 d	19902 e	19156 e	: 	: 	: 	: 
NAC,GE10,FT,T,F,SE	380676 	366490 	354091 	349302 	: 	: 	: 
NAC,GE10,FT,T,F,SK	9896 	9754 	9352 	9005 	: 	: 	: 
NAC,GE10,FT,T,F,UK	33860 	34558 	34509 	33485 	: 	: 	: 
NAC,GE10,FT,T,G,BG	8555 	7986 	7458 	6531 	: 	: 	: 
NAC,GE10,FT,T,G,CH	: 	69996 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G,DE	38500 p	37517 	37000 	37200 	36800 	36571 p	: 
NAC,GE10,FT,T,G,DK	412818 	399193 	383210 	380823 	: 	: 	: 
NAC,GE10,FT,T,G,EL	: 	: 	24237 	21405 	20899 	19520 	: 
NAC,GE10,FT,T,G,ES	23536 	23145 	23204 	21844 	: 	: 	: 
NAC,GE10,FT,T,G,FI	38231 	37438 	35980 	35722 	: 	: 	: 
NAC,GE10,FT,T,G,FR	: 	32277 	31525 	: 	: 	: 	: 
NAC,GE10,FT,T,G,HU	2601997 	2439393 	2310626 	2270431 	: 	: 	: 
NAC,GE10,FT,T,G,IE	: 	35429 	36437 	37150 	: 	: 	: 
NAC,GE10,FT,T,G,IS	: 	4988000 	4774000 	4745000 	: 	: 	: 
NAC,GE10,FT,T,G,LV	5268 	5021 	5157 	5310 	: 	: 	: 
NAC,GE10,FT,T,G,MT	16974 	16247 	18028 	: 	: 	: 	: 
NAC,GE10,FT,T,G,NL	42430 	41607 	40314 	38910 	: 	: 	: 
NAC,GE10,FT,T,G,PT	16275 	15798 	16003 	: 	: 	: 	: 
NAC,GE10,FT,T,G,RO	23513 d	22522 e	20151 e	: 	: 	: 	: 
NAC,GE10,FT,T,G,SE	371988 	369784 	359730 	344870 	: 	: 	: 
NAC,GE10,FT,T,G,SK	10495 	10430 	10221 	9698 	: 	: 	: 
NAC,GE10,FT,T,G,UK	26681 	26886 	26531 	26636 	: 	: 	: 
NAC,GE10,FT,T,G-J,BG	9793 	9046 	8445 	7522 	: 	: 	: 
NAC,GE10,FT,T,G-J,CH	: 	72252 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G-J,DE	39400 p	38444 	37900 	37900 	37200 	36616 p	: 
NAC,GE10,FT,T,G-J,DK	434630 	420446 	406213 	406222 	: 	: 	: 
NAC,GE10,FT,T,G-J,EL	: 	: 	30130 	25658 	25454 	24015 	: 
NAC,GE10,FT,T,G-J,ES	25394 	25069 	24443 	23315 	: 	: 	: 
NAC,GE10,FT,T,G-J,FI	40576 	38615 	38603 	36668 	: 	: 	: 
NAC,GE10,FT,T,G-J,FR	: 	34037 	33236 	: 	: 	: 	: 
NAC,GE10,FT,T,G-J,HU	2852790 	2683910 	2599608 	2490412 	: 	: 	: 
NAC,GE10,FT,T,G-J,IE	: 	40466 	39529 	40700 	: 	: 	: 
NAC,GE10,FT,T,G-J,LV	6084 	5907 	5958 	5862 	: 	: 	: 
NAC,GE10,FT,T,G-J,MT	19230 	18747 	20453 	: 	: 	: 	: 
NAC,GE10,FT,T,G-J,NL	44112 	43446 	42278 	40897 	: 	: 	: 
NAC,GE10,FT,T,G-J,PT	18107 	17563 	17481 	: 	: 	: 	: 
NAC,GE10,FT,T,G-J,RO	26663 d	25589 e	23569 e	: 	: 	: 	: 
NAC,GE10,FT,T,G-J,SE	376529 	368527 	356665 	348677 	: 	: 	: 
NAC,GE10,FT,T,G-J,SK	11177 	10863 	10663 	10171 	: 	: 	: 
NAC,GE10,FT,T,G-J,UK	29603 	29894 	29666 	29729 	: 	: 	: 
NAC,GE10,FT,T,G-N,BG	10073 	9436 	8792 	7856 	: 	: 	: 
NAC,GE10,FT,T,G-N,CH	: 	79440 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G-N,DE	42100 p	41105 	40700 	40300 	39500 	38728 p	: 
NAC,GE10,FT,T,G-N,DK	455476 	446426 	427527 	425174 	: 	: 	: 
NAC,GE10,FT,T,G-N,EL	: 	: 	30200 	26198 	26171 	24540 	: 
NAC,GE10,FT,T,G-N,ES	26780 	26914 	26309 	25240 	: 	: 	: 
NAC,GE10,FT,T,G-N,FI	41560 	39475 	39524 	37417 	: 	: 	: 
NAC,GE10,FT,T,G-N,FR	: 	36493 	35932 	: 	: 	: 	: 
NAC,GE10,FT,T,G-N,HU	3034573 	2892972 	2846632 	2750721 	: 	: 	: 
NAC,GE10,FT,T,G-N,IE	: 	46512 	44842 	46168 	: 	: 	: 
NAC,GE10,FT,T,G-N,LV	6598 	6397 	6472 	6419 	: 	: 	: 
NAC,GE10,FT,T,G-N,MT	19659 	19088 	20811 	: 	: 	: 	: 
NAC,GE10,FT,T,G-N,NL	46843 	45806 	44983 	43580 	: 	: 	: 
NAC,GE10,FT,T,G-N,PT	18949 	19143 	18749 	: 	: 	: 	: 
NAC,GE10,FT,T,G-N,RO	28272 d	27205 e	25460 e	: 	: 	: 	: 
NAC,GE10,FT,T,G-N,SE	389057 	382182 	370033 	366831 	: 	: 	: 
NAC,GE10,FT,T,G-N,SK	11763 	11379 	11189 	10793 	: 	: 	: 
NAC,GE10,FT,T,G-N,UK	35723 	34920 	34667 	34897 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,BG	9537 	: 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,CH	: 	80496 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,DE	41900 p	40888 	40400 	39900 	39000 	38349 p	: 
NAC,GE10,FT,T,G-S_X_O,DK	415348 	: 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,EL	: 	: 	28565 	27164 	26810 	24682 	: 
NAC,GE10,FT,T,G-S_X_O,ES	27247 	27520 	26681 	25573 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,FI	40177 	37646 	37695 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,FR	: 	34540 	34087 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,HU	2730281 	2592992 	2625643 	2513956 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,IE	: 	47040 	46179 	46443 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,LV	5944 	5723 	5991 	6197 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,MT	19381 	18842 	20022 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,NL	46012 	45042 	44159 	42746 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,PT	19795 	19730 	19324 	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,RO	25450 d	24843 e	24802 e	: 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,SE	361605 	354744 	345331 	338624 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,SK	10852 	10553 	10312 	9920 	: 	: 	: 
NAC,GE10,FT,T,G-S_X_O,UK	33398 	32897 	32463 	32173 	: 	: 	: 
NAC,GE10,FT,T,H,BG	9563 	9115 	8567 	8054 	: 	: 	: 
NAC,GE10,FT,T,H,CH	: 	76800 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,H,DE	34800 p	33919 	33800 	33700 	33000 	32323 p	: 
NAC,GE10,FT,T,H,DK	411189 	396545 	384465 	414388 	: 	: 	: 
NAC,GE10,FT,T,H,EL	: 	: 	33890 	29478 	29604 	26672 	: 
NAC,GE10,FT,T,H,ES	27418 	27542 	26255 	25692 	: 	: 	: 
NAC,GE10,FT,T,H,FI	39545 	36484 	34976 	33798 	: 	: 	: 
NAC,GE10,FT,T,H,FR	: 	32113 	31461 	: 	: 	: 	: 
NAC,GE10,FT,T,H,HU	2796447 	2668679 	2590075 	2469720 	: 	: 	: 
NAC,GE10,FT,T,H,IE	: 	42055 	43478 	45055 	: 	: 	: 
NAC,GE10,FT,T,H,IS	: 	5502000 	5268000 	5488000 	: 	: 	: 
NAC,GE10,FT,T,H,LV	6530 	6590 	6570 	6465 	: 	: 	: 
NAC,GE10,FT,T,H,MT	21494 	21296 	21813 	: 	: 	: 	: 
NAC,GE10,FT,T,H,NL	44266 	43305 	42369 	40969 	: 	: 	: 
NAC,GE10,FT,T,H,PT	22254 	21817 	21419 	: 	: 	: 	: 
NAC,GE10,FT,T,H,RO	27377 d	27129 e	26059 e	: 	: 	: 	: 
NAC,GE10,FT,T,H,SE	335896 	321690 	312758 	306686 	: 	: 	: 
NAC,GE10,FT,T,H,SK	9677 	9563 	9473 	9663 	: 	: 	: 
NAC,GE10,FT,T,H,UK	30078 	30213 	29366 	28129 	: 	: 	: 
NAC,GE10,FT,T,I,BG	5770 	5281 	5114 	4509 	: 	: 	: 
NAC,GE10,FT,T,I,CH	: 	53556 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,I,DE	22900 p	22382 	22100 	22000 	21700 	21314 p	: 
NAC,GE10,FT,T,I,DK	329741 	333191 	322164 	316568 	: 	: 	: 
NAC,GE10,FT,T,I,EL	: 	: 	37478 	31381 	30951 	30436 	: 
NAC,GE10,FT,T,I,ES	19859 	19695 	18595 	17805 	: 	: 	: 
NAC,GE10,FT,T,I,FI	29163 	27968 	27697 	26811 	: 	: 	: 
NAC,GE10,FT,T,I,FR	: 	26427 	26149 	: 	: 	: 	: 
NAC,GE10,FT,T,I,HU	1642614 	1611117 	1605738 	1583206 	: 	: 	: 
NAC,GE10,FT,T,I,IE	: 	27773 	29613 	30189 	: 	: 	: 
NAC,GE10,FT,T,I,LV	4289 	4037 	3884 	3829 	: 	: 	: 
NAC,GE10,FT,T,I,MT	15509 	14995 	14709 	: 	: 	: 	: 
NAC,GE10,FT,T,I,NL	29950 	29994 	29028 	27843 	: 	: 	: 
NAC,GE10,FT,T,I,PT	12920 	12576 	12156 	: 	: 	: 	: 
NAC,GE10,FT,T,I,RO	14664 d	14010 e	14258 e	: 	: 	: 	: 
NAC,GE10,FT,T,I,SE	226082 	225289 	206595 	205996 	: 	: 	: 
NAC,GE10,FT,T,I,SK	6552 	6216 	6245 	6165 	: 	: 	: 
NAC,GE10,FT,T,I,UK	20070 	20171 	20129 	21968 	: 	: 	: 
NAC,GE10,FT,T,J,BG	20458 	18203 	17001 	15078 	: 	: 	: 
NAC,GE10,FT,T,J,CH	: 	104004 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,J,DE	58800 p	57344 	56000 	54800 	53700 	52588 p	: 
NAC,GE10,FT,T,J,DK	536157 	529480 	510434 	491754 	: 	: 	: 
NAC,GE10,FT,T,J,EL	: 	: 	36935 	29599 	29820 	27835 	: 
NAC,GE10,FT,T,J,ES	35559 	35408 	34237 	33378 	: 	: 	: 
NAC,GE10,FT,T,J,FI	50740 	48888 	48047 	47395 	: 	: 	: 
NAC,GE10,FT,T,J,FR	: 	49251 	47107 	: 	: 	: 	: 
NAC,GE10,FT,T,J,HU	5124035 	4849819 	4937225 	4766703 	: 	: 	: 
NAC,GE10,FT,T,J,IE	: 	51105 	51902 	56030 	: 	: 	: 
NAC,GE10,FT,T,J,IS	: 	5807000 p	5519000 p	5818000 p	: 	: 	: 
NAC,GE10,FT,T,J,LV	10787 	10383 	10954 	10703 	: 	: 	: 
NAC,GE10,FT,T,J,MT	22096 	21377 	26449 	: 	: 	: 	: 
NAC,GE10,FT,T,J,NL	56757 	55649 	54262 	52839 	: 	: 	: 
NAC,GE10,FT,T,J,PT	30389 	30038 	30062 	: 	: 	: 	: 
NAC,GE10,FT,T,J,RO	50733 d	46829 e	42979 e	: 	: 	: 	: 
NAC,GE10,FT,T,J,SE	496196 	474741 	466347 	462641 	: 	: 	: 
NAC,GE10,FT,T,J,SK	20829 	20048 	19325 	17937 	: 	: 	: 
NAC,GE10,FT,T,J,UK	43525 	43506 	42883 	43799 	: 	: 	: 
NAC,GE10,FT,T,K,BG	17829 	16852 	16005 	15097 	: 	: 	: 
NAC,GE10,FT,T,K,CH	: 	112308 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,K,DE	61100 p	59297 	57100 	58200 	55800 	52717 p	: 
NAC,GE10,FT,T,K,DK	538194 	532735 	497610 	485336 	: 	: 	: 
NAC,GE10,FT,T,K,EL	: 	: 	35962 	33371 	33518 	30647 	: 
NAC,GE10,FT,T,K,ES	43671 	44491 	44226 	43657 	: 	: 	: 
NAC,GE10,FT,T,K,FI	50779 	49732 	47947 	47030 	: 	: 	: 
NAC,GE10,FT,T,K,FR	: 	52478 	50996 	: 	: 	: 	: 
NAC,GE10,FT,T,K,HU	5873243 	5608762 	5477461 	5536241 	: 	: 	: 
NAC,GE10,FT,T,K,IE	: 	: c	: c	: c	: 	: 	: 
NAC,GE10,FT,T,K,IS	: 	6569000 	6168000 	7523000 	: 	: 	: 
NAC,GE10,FT,T,K,LV	11991 	11561 	12012 	12921 	: 	: 	: 
NAC,GE10,FT,T,K,MT	24817 	24266 	24416 	: 	: 	: 	: 
NAC,GE10,FT,T,K,NL	70356 	67631 	65172 	65772 	: 	: 	: 
NAC,GE10,FT,T,K,PT	37340 	36333 	35250 	: 	: 	: 	: 
NAC,GE10,FT,T,K,RO	58770 d	55576 e	54022 e	: 	: 	: 	: 
NAC,GE10,FT,T,K,SE	550050 	530732 	523575 	532293 	: 	: 	: 
NAC,GE10,FT,T,K,SK	19188 	18094 	17314 	17867 	: 	: 	: 
NAC,GE10,FT,T,K,UK	64775 	57045 	53201 	56370 	: 	: 	: 
NAC,GE10,FT,T,K-N,BG	10761 	10453 	9659 	8701 	: 	: 	: 
NAC,GE10,FT,T,K-N,CH	: 	96204 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,K-N,DE	46500 p	45327 	45200 	44400 	43300 	42322 p	: 
NAC,GE10,FT,T,K-N,DK	488439 	486833 	466295 	458599 	: 	: 	: 
NAC,GE10,FT,T,K-N,EL	: 	: 	30417 	27774 	28341 	26139 	: 
NAC,GE10,FT,T,K-N,ES	29256 	30150 	29487 	28535 	: 	: 	: 
NAC,GE10,FT,T,K-N,FI	43512 	40933 	41112 	38696 	: 	: 	: 
NAC,GE10,FT,T,K-N,FR	: 	40458 	40461 	: 	: 	: 	: 
NAC,GE10,FT,T,K-N,HU	3423957 	3361460 	3452165 	3374516 	: 	: 	: 
NAC,GE10,FT,T,K-N,IE	: 	59533 	53816 	55850 	: 	: 	: 
NAC,GE10,FT,T,K-N,LV	7977 	7667 	7769 	7957 	: 	: 	: 
NAC,GE10,FT,T,K-N,MT	20237 	19546 	21478 	: 	: 	: 	: 
NAC,GE10,FT,T,K-N,NL	50426 	48824 	48473 	47002 	: 	: 	: 
NAC,GE10,FT,T,K-N,PT	20645 	22084 	21098 	: 	: 	: 	: 
NAC,GE10,FT,T,K-N,RO	32040 d	31039 e	30167 e	: 	: 	: 	: 
NAC,GE10,FT,T,K-N,SE	409214 	405281 	392100 	399275 	: 	: 	: 
NAC,GE10,FT,T,K-N,SK	13094 	12592 	12517 	12454 	: 	: 	: 
NAC,GE10,FT,T,K-N,UK	45357 	42733 	42217 	43262 	: 	: 	: 
NAC,GE10,FT,T,L,BG	8715 	8583 	8173 	7456 	: 	: 	: 
NAC,GE10,FT,T,L,CH	: 	83832 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,L,DE	46200 p	45270 	44400 	44200 	42100 	40891 p	: 
NAC,GE10,FT,T,L,DK	410127 	411800 	406800 	415845 	: 	: 	: 
NAC,GE10,FT,T,L,EL	: 	: 	37169 	31095 	28187 	25644 	: 
NAC,GE10,FT,T,L,ES	28657 	29728 	27838 	23508 	: 	: 	: 
NAC,GE10,FT,T,L,FI	39508 	40784 	39622 	38829 	: 	: 	: 
NAC,GE10,FT,T,L,FR	: 	36152 	35644 	: 	: 	: 	: 
NAC,GE10,FT,T,L,HU	2459679 	2384093 	2286590 	2248683 	: 	: 	: 
NAC,GE10,FT,T,L,IE	: 	59491 	: c	: c	: 	: 	: 
NAC,GE10,FT,T,L,LV	5119 	4660 	4854 	5073 	: 	: 	: 
NAC,GE10,FT,T,L,MT	41120 	49733 u	12873 	: 	: 	: 	: 
NAC,GE10,FT,T,L,NL	50078 	49618 	48556 	48033 	: 	: 	: 
NAC,GE10,FT,T,L,PT	23335 	22908 	22455 	: 	: 	: 	: 
NAC,GE10,FT,T,L,RO	22966 d	21715 e	21685 e	: 	: 	: 	: 
NAC,GE10,FT,T,L,SE	380456 	380033 	371305 	362307 	: 	: 	: 
NAC,GE10,FT,T,L,SK	11838 	10904 	10029 	9703 	: 	: 	: 
NAC,GE10,FT,T,L,UK	31399 	32276 	33315 	35797 	: 	: 	: 
NAC,GE10,FT,T,M,BG	14369 	13475 	13272 	11594 	: 	: 	: 
NAC,GE10,FT,T,M,CH	: 	98232 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,M,DE	55200 p	53457 	52300 	51700 	50300 	49182 p	: 
NAC,GE10,FT,T,M,DK	515666 	512642 	485021 	475532 	: 	: 	: 
NAC,GE10,FT,T,M,EL	: 	: 	28089 	24569 	25082 	23114 	: 
NAC,GE10,FT,T,M,ES	30738 	30812 	30730 	29330 	: 	: 	: 
NAC,GE10,FT,T,M,FI	47586 	44641 	43674 	41891 	: 	: 	: 
NAC,GE10,FT,T,M,FR	: 	48771 	47983 	: 	: 	: 	: 
NAC,GE10,FT,T,M,HU	4256117 	4246130 	4082629 	3935948 	: 	: 	: 
NAC,GE10,FT,T,M,IE	: 	49626 	52509 	54475 	: 	: 	: 
NAC,GE10,FT,T,M,LV	8946 	8835 	8499 	8330 	: 	: 	: 
NAC,GE10,FT,T,M,MT	24751 	22443 	25304 	: 	: 	: 	: 
NAC,GE10,FT,T,M,NL	59801 	57594 	56017 	54616 	: 	: 	: 
NAC,GE10,FT,T,M,PT	24119 	24165 	24000 	: 	: 	: 	: 
NAC,GE10,FT,T,M,RO	38229 d	36563 e	36286 e	: 	: 	: 	: 
NAC,GE10,FT,T,M,SE	468745 	454202 	435499 	430668 	: 	: 	: 
NAC,GE10,FT,T,M,SK	14279 	14393 	13969 	13855 	: 	: 	: 
NAC,GE10,FT,T,M,UK	43897 	42603 	42847 	42070 	: 	: 	: 
NAC,GE10,FT,T,N,BG	5650 	5275 	4718 	4044 	: 	: 	: 
NAC,GE10,FT,T,N,CH	: 	67908 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,N,DE	27000 p	26151 	26900 	25800 	25300 	24810 p	: 
NAC,GE10,FT,T,N,DK	382317 	371569 	367649 	360401 	: 	: 	: 
NAC,GE10,FT,T,N,EL	: 	: 	23631 	21897 	22852 	21309 	: 
NAC,GE10,FT,T,N,ES	20362 	20307 	19505 	18835 	: 	: 	: 
NAC,GE10,FT,T,N,FI	31259 	29660 	29098 	28872 	: 	: 	: 
NAC,GE10,FT,T,N,FR	: 	26013 	26504 	: 	: 	: 	: 
NAC,GE10,FT,T,N,HU	1886863 	1839843 	1893939 	1849936 	: 	: 	: 
NAC,GE10,FT,T,N,IE	: 	36953 	38154 	36593 	: 	: 	: 
NAC,GE10,FT,T,N,LV	5723 	5480 	5324 	5495 	: 	: 	: 
NAC,GE10,FT,T,N,MT	16905 	16301 	16942 	: 	: 	: 	: 
NAC,GE10,FT,T,N,NL	32688 	31688 	31801 	30997 	: 	: 	: 
NAC,GE10,FT,T,N,PT	13551 	13241 	12855 	: 	: 	: 	: 
NAC,GE10,FT,T,N,RO	15698 d	15040 e	14100 e	: 	: 	: 	: 
NAC,GE10,FT,T,N,SE	287714 	286486 	277660 	286100 	: 	: 	: 
NAC,GE10,FT,T,N,SK	7829 	7588 	7736 	7619 	: 	: 	: 
NAC,GE10,FT,T,N,UK	26897 	26671 	27504 	27524 	: 	: 	: 
NAC,GE10,FT,T,O,BG	10635 	10232 	9620 	9164 	: 	: 	: 
NAC,GE10,FT,T,O,CH	: 	102468 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,O,DE	38600 p	37793 	: 	: 	: 	: 	: 
NAC,GE10,FT,T,O,DK	432135 	429985 	411022 	406646 	: 	: 	: 
NAC,GE10,FT,T,O,ES	29129 	29676 	28800 	28007 	: 	: 	: 
NAC,GE10,FT,T,O,FI	36940 	39679 	39476 	37807 	: 	: 	: 
NAC,GE10,FT,T,O,HU	3376123 	3239002 	3121565 	3509684 	: 	: 	: 
NAC,GE10,FT,T,O,IE	: 	47804 	51746 	49628 	: 	: 	: 
NAC,GE10,FT,T,O,LV	6630 	6190 	6818 	8270 	: 	: 	: 
